sep=;
country code;postal code;place name;admin name1;admin code1;admin name2;admin code2;admin name3;admin code3;latitude;longitude;accuracy;coordinates,,
DE;10965;Berlin Kreuzberg;Berlin;BE;;00;Berlin, Stadt;11000;52.4855;13.3946;6;52.4855,13.3946
DE;10967;Berlin Kreuzberg;Berlin;BE;;00;Berlin, Stadt;11000;52.4905;13.4164;6;52.4905,13.4164
DE;12247;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4395;13.3462;6;52.4395,13.3462
DE;12524;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4128;13.5417;6;52.4128,13.5417
DE;12555;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4627;13.5791;6;52.4627,13.5791
DE;12627;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5372;13.6135;6;52.5372,13.6135
DE;12629;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5413;13.5901;6;52.5413,13.5901
DE;13047;Reinickendorf;Berlin;BE;;00;Berlin, Stadt;11000;52.5667;13.3333;4;52.5667,13.3333
DE;13353;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5416;13.3495;6;52.5416,13.3495
DE;13357;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5502;13.3828;6;52.5502,13.3828
DE;13465;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.6399;13.2896;6;52.6399,13.2896
DE;13583;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5437;13.1824;6;52.5437,13.1824
DE;14057;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5073;13.2879;6;52.5073,13.2879
DE;10247;Berlin Friedrichshain;Berlin;BE;;00;Berlin, Stadt;11000;52.5161;13.4656;6;52.5161,13.4656
DE;10315;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5132;13.5148;6;52.5132,13.5148
DE;10405;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5352;13.4257;6;52.5352,13.4257
DE;10999;Berlin Kreuzberg;Berlin;BE;;00;Berlin, Stadt;11000;52.4969;13.4266;6;52.4969,13.4266
DE;12099;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4644;13.4023;6;52.4644,13.4023
DE;12163;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4626;13.3185;6;52.4626,13.3185
DE;12277;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4134;13.375;6;52.4134,13.375
DE;12357;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4293;13.4905;6;52.4293,13.4905
DE;12621;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5027;13.5878;6;52.5027,13.5878
DE;13053;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.55;13.5046;6;52.55,13.5046
DE;13187;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5695;13.4084;6;52.5695,13.4084
DE;13351;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5507;13.3328;6;52.5507,13.3328
DE;13409;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5679;13.3714;6;52.5679,13.3714
DE;13503;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.6122;13.2488;6;52.6122,13.2488
DE;13629;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5422;13.2661;6;52.5422,13.2661
DE;14050;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5208;13.2683;6;52.5208,13.2683
DE;10409;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5443;13.4414;6;52.5443,13.4414
DE;10435;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5378;13.4112;6;52.5378,13.4112
DE;10825;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4838;13.3413;6;52.4838,13.3413
DE;12059;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4809;13.4513;6;52.4809,13.4513
DE;13125;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.6329;13.4829;6;52.6329,13.4829
DE;13127;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.62;13.438;6;52.62,13.438
DE;13349;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.558;13.3473;6;52.558,13.3473
DE;13587;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5767;13.1854;6;52.5767,13.1854
DE;13589;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.557;13.1676;6;52.557,13.1676
DE;13593;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5148;13.1672;6;52.5148,13.1672
DE;14169;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4496;13.2573;6;52.4496,13.2573
DE;14193;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4831;13.2365;6;52.4831,13.2365
DE;14195;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4589;13.2829;6;52.4589,13.2829
DE;14197;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4734;13.3118;6;52.4734,13.3118
DE;10319;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4992;13.5188;6;52.4992,13.5188
DE;10585;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5152;13.3057;6;52.5152,13.3057
DE;10589;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5276;13.3057;6;52.5276,13.3057
DE;10707;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4967;13.3138;6;52.4967,13.3138
DE;10713;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4851;13.3133;6;52.4851,13.3133
DE;10781;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4936;13.3529;6;52.4936,13.3529
DE;10963;Berlin Kreuzberg;Berlin;BE;;00;Berlin, Stadt;11000;52.5003;13.3813;6;52.5003,13.3813
DE;12159;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4737;13.3369;6;52.4737,13.3369
DE;12161;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4704;13.327;6;52.4704,13.327
DE;12489;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.4356;13.5432;6;52.4356,13.5432
DE;12685;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5391;13.565;6;52.5391,13.565
DE;13159;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.623;13.3978;6;52.623,13.3978
DE;13359;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5599;13.3851;6;52.5599,13.3851
DE;13585;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.5477;13.2049;6;52.5477,13.2049
DE;14131;Berlin;Berlin;BE;;00;Berlin, Stadt;11000;52.517;13.4;1;52.517,13.4
